DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RSHA,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,MUDWEIGHT,RXO,SP,DCAL,RMIC,SGR
2930.6724,2.0,65030.0,8.9152021408,12.250000954,24.255935669,29.239463806,3.6901760101,3.6471457481,3.6429047585,164.51223755,93.857826233,0.3050986826,4.9698805809,90.791816711,2.4106054306,-0.030516079,2930.6723633,444920.34375,6421580.5,-2869.823242,,,,,,
2930.8244,2.0,65030.0,8.8983631134,12.250000954,22.936500549,29.378992081,3.892490387,3.8429307938,3.8257608414,166.43421936,94.74634552,0.3130859435,4.9528803825,92.853981018,2.417371273,-0.00111321,2930.8244629,444920.34375,6421580.5,-2869.975342,,,,,,
2930.9764,2.0,65030.0,8.9252157211,12.250000954,21.672773361,29.637073517,3.8505103588,3.7936463356,3.7708315849,167.88710022,95.253585815,0.3165490329,5.2071332932,95.239852905,2.4373729229,-0.003185351,2930.9763184,444920.34375,6421580.5,-2870.127197,,,,,,
2931.1284,2.0,65030.0,8.9784822464,12.250000954,21.924909592,29.851753235,3.6169607639,3.5515682697,3.5315952301,168.73878479,95.382949829,0.301564157,5.2619395256,91.844291687,2.4664433002,-0.003649251,2931.128418,444920.34375,6421580.5,-2870.279297,,,,,,
2931.2804,2.0,65030.0,9.0246419907,12.250000954,22.534727097,30.131725311,3.3815922737,3.3032402992,3.2920968533,168.97637939,95.280105591,0.2832527757,4.8793678284,94.659515381,2.4767398834,-0.005470031,2931.2805176,444920.34375,6421580.5,-2870.431396,,,,,,
2931.4324,2.0,65030.0,9.0621328354,12.250000954,23.143659592,30.262090683,3.2782132626,3.1820459366,3.1811010838,168.45957947,95.097511292,0.2766544521,4.95429039,91.581924438,2.4636940956,-0.006801459,2931.432373,444920.34375,6421580.5,-2870.583252,,,,,,
2931.5844,2.0,65030.0,9.0697784424,12.250000954,23.753396988,30.364622116,3.3075859547,3.1964349747,3.1988117695,166.8731842,94.846069336,0.2947309911,5.3794317245,88.829429626,2.443523407,-0.007,2931.5844727,444920.34375,6421580.5,-2870.735352,,,,,,
2931.7364,2.0,65030.0,9.0836591721,12.250000954,24.36299324,30.428489685,3.4171636105,3.3059473038,3.2934560776,164.99255371,94.626106262,0.304192543,5.3879060745,89.110801697,2.4410498142,-0.016703192,2931.7363281,444920.34375,6421580.5,-2870.887207,,,,,,
2931.8884,2.0,65030.0,9.1673812866,12.250000954,24.972806931,30.556789398,3.575262785,3.4902210236,3.4344043732,163.92044067,94.447860718,0.2933450639,5.2556352615,86.618438721,2.4430861473,-0.03783755,2931.8884277,444920.34375,6421580.5,-2871.039307,,,,,,
2932.0404,2.0,65030.0,9.2359075546,12.250000954,25.567459106,30.577842712,3.771545887,3.7457361221,3.6105175018,164.52102661,94.400245667,0.2877484262,5.0558800697,84.535263062,2.4343261719,-0.048156735,2932.0402832,444920.34375,6421580.5,-2871.191162,,,,,,
2932.1924,2.0,65030.0,9.2503137589,12.250000954,26.143083572,30.546663284,3.996776104,4.0670456886,3.8142640591,166.56240845,94.626083374,0.315882951,5.0123682022,87.689712524,2.434738636,-0.043922264,2932.1923828,444920.34375,6421580.5,-2871.343262,,,,,,
2932.3444,2.0,65030.0,9.253783226,12.250000954,26.714897156,30.57138443,4.2246937752,4.4204645157,4.0218138695,169.27229309,95.026641846,0.3472303152,5.3600850105,93.0286026,2.4365990162,-0.029996054,2932.3444824,444920.34375,6421580.5,-2871.495361,,,,,,
2932.4964,2.0,65030.0,9.3695430756,12.250000954,27.28676796,30.605657578,4.3896603584,4.7159495354,4.1736187935,172.17601013,96.134117126,0.3290525377,5.4380145073,97.355476379,2.4243807793,0.0065762601,2932.4963379,444920.34375,6421580.5,-2871.647217,,,,,,
2932.6484,2.0,65030.0,10.633440018,12.250000954,27.858345032,30.629709244,4.4258790016,4.8510313034,4.2084712982,174.99861145,97.482040405,0.3102628887,5.6470241547,97.256607056,2.4080266953,0.0059694475,2932.6484375,444920.34375,6421580.5,-2871.799316,,,,,,
2932.8004,2.0,65030.0,10.931754112,12.250000954,28.429334641,30.648633957,4.3439154625,4.8205780983,4.1347503662,177.53317261,99.172569275,0.3142904937,5.2755422592,97.552467346,2.4149801731,0.0039001515,2932.800293,444920.34375,6421580.5,-2871.951172,,,,,,
2932.9524,2.0,65030.0,10.869235992,12.250000954,29.000976563,30.615465164,4.2270340919,4.7210206985,4.0255551338,179.07096863,100.81819916,0.3078810871,5.1669859886,100.98001099,2.426441431,0.0122317113,2932.9523926,444920.34375,6421580.5,-2872.103271,,,,,,
2933.1044,2.0,65030.0,10.806716919,12.250000954,29.205173492,30.571651459,4.094853878,4.5781326294,3.8980410099,178.53514099,101.90788269,0.3050140738,5.6703739166,104.91188812,2.4268932343,0.0135966195,2933.1044922,444920.34375,6421580.5,-2872.255371,,,,,,
2933.2564,2.0,65030.0,10.744198799,12.250000954,29.267162323,30.577596664,3.8550913334,4.2803134918,3.6675028801,176.61105347,102.39585114,0.3276024461,5.3835754395,106.49240875,2.4262230396,0.0072203628,2933.2563477,444920.34375,6421580.5,-2872.407227,,,,,,
2933.4084,2.0,65030.0,10.681679726,12.250000954,29.318857193,30.589654922,3.4836010933,3.8144114017,3.3136940002,173.85090637,102.20506287,0.3149101138,4.9647021294,106.50428772,2.4383234978,0.0147612793,2933.4084473,444920.34375,6421580.5,-2872.559326,,,,,,
2933.5604,2.0,65030.0,10.619161606,12.250000954,29.370555878,27.959991455,3.1215639114,3.364272356,2.9664993286,175.49795532,101.20641327,0.2877653241,4.6140599251,102.76293182,2.4425346851,0.0130169755,2933.5603027,444920.34375,6421580.5,-2872.711182,,,,,,
2933.7124,2.0,65030.0,10.556642532,12.250000954,29.422227859,22.072202682,2.8988432884,3.0809190273,2.7452685833,176.15310669,99.184158325,0.2805148959,4.6347947121,99.992835999,2.4427762032,0.0132746454,2933.7124023,444920.34375,6421580.5,-2872.863281,,,,,,
2933.8644,2.0,65030.0,10.494124413,9.4039525986,29.473918915,12.746637344,2.8330664635,2.9752721786,2.6653053761,175.45089722,96.56842041,0.2777195871,5.2656593323,95.467521667,2.4405231476,0.0112954779,2933.864502,444920.34375,6421580.5,-2873.015381,,,,,,
2934.0164,2.0,65030.0,10.431605339,8.5,29.555156708,11.820749283,2.8845920563,2.9920864105,2.6889591217,172.75314331,94.316246033,0.2738732398,5.0955820084,90.818649292,2.462198019,0.0115593662,2934.0163574,444920.34375,6421580.5,-2873.167236,,,,,,
2934.1684,2.0,65030.0,10.369087219,8.5,29.700078964,13.948093414,3.0184512138,3.0769627094,2.7818295956,169.53085327,92.750915527,0.2721455693,4.4691290855,86.390579224,2.4767179489,0.0158230532,2934.168457,444920.34375,6421580.5,-2873.319336,,,,,,
2934.3204,2.0,30000.0,9.0839538574,8.5,29.862804413,18.609479904,3.2024900913,3.1755464077,2.9151132107,166.25515747,91.670394897,0.2718248963,4.3193650246,83.728736877,2.4763214588,0.0206295755,2934.3203125,444920.34375,6421580.5,-2873.471191,,,,,,
2934.4724,2.0,30000.0,8.5759449005,8.5,30.025585175,24.676958084,3.3544425964,3.1963086128,3.022039175,163.04997253,90.913398743,0.2718000114,4.2829113007,82.88609314,2.4818356037,0.0272627212,2934.4724121,444920.34375,6421580.5,-2873.623291,,,,,,
2934.6244,2.0,30000.0,8.5443868637,8.5,30.188209534,29.883325577,3.3620433807,3.0508608818,3.0064840317,160.44546509,90.348442078,0.2548643947,4.1713500023,91.595527649,2.487357378,0.0318604298,2934.6245117,444920.34375,6421580.5,-2873.775391,,,,,,
2934.7764,2.0,30000.0,8.5166006088,8.5,30.350696564,35.510444641,3.181501627,2.7463028431,2.8231892586,159.30085754,89.917648315,0.2271577567,3.8051109314,98.425735474,2.4890208244,0.0310892481,2934.7763672,444920.34375,6421580.5,-2873.927246,,,,,,
2934.9284,2.0,65030.0,8.516702652,8.5,30.513391495,36.06407547,2.9065363407,2.4026529789,2.5591752529,159.03222656,89.718978882,0.2201922983,3.734875679,101.67990112,2.4857201576,0.0327951238,2934.9284668,444920.34375,6421580.5,-2874.079346,,,,,,
2935.0804,2.0,65030.0,8.5398435593,8.5,30.578367233,34.470157623,2.6837048531,2.1450281143,2.345979929,160.34603882,90.114616394,0.2179656178,3.7617630959,102.66812897,2.4726231098,0.0107316179,2935.0803223,444920.34375,6421580.5,-2874.231201,,,,,,
2935.2324,2.0,65030.0,8.5343971252,8.5,30.583017349,30.288415909,2.5475606918,1.9866048098,2.2121076584,162.03450012,90.622444153,0.2223951221,3.8671174049,100.5419693,2.459207058,-0.00534268,2935.2324219,444920.34375,6421580.5,-2874.383301,,,,,,
2935.3844,2.0,65030.0,8.5252075195,8.5,30.578432083,27.690099716,2.4373371601,1.8671511412,2.1028902531,163.72790527,91.397956848,0.2337579876,4.3447542191,99.464759827,2.4611787796,0.0105693294,2935.3845215,444920.34375,6421580.5,-2874.5354,,,,,,
2935.5364,2.0,65030.0,8.5313816071,8.5,30.573917389,23.8764534,2.3381440639,1.7665438652,2.0046277046,165.12385559,92.163414001,0.2446434647,4.8051600456,98.519500732,2.4628078938,0.0142620709,2935.536377,444920.34375,6421580.5,-2874.687256,,,,,,
2935.6884,2.0,65030.0,8.5258665085,8.5,30.569355011,21.408828735,2.2896611691,1.7075914145,1.9509080648,166.61743164,92.987342834,0.2357670069,4.6895289421,98.178718567,2.4560837746,0.0131000001,2935.6884766,444920.34375,6421580.5,-2874.839355,,,,,,
2935.8404,2.0,65030.0,8.532702446,8.5,30.56476593,18.856729507,2.2929418087,1.685487628,1.9422119856,168.63749695,93.716300964,0.261624366,4.4247741699,104.00583649,2.438886404,0.0017205594,2935.840332,444920.34375,6421580.5,-2874.991211,,,,,,
2935.9924,2.0,65030.0,8.531370163,8.5,30.157226563,17.237543106,2.2950155735,1.6601235867,1.9333623648,170.51104736,94.091957092,0.2520015836,4.323703289,101.03032684,2.4283144474,-0.005779215,2935.9924316,444920.34375,6421580.5,-2875.143311,,,,,,
2936.1444,2.0,65030.0,8.5375261307,8.5,28.239635468,16.796739578,2.2598688602,1.6085077524,1.8946059942,171.21502686,94.004501343,0.2292295396,4.1816511154,97.84450531,2.429779768,-0.001103053,2936.1442871,444920.34375,6421580.5,-2875.295166,,,,,,
2936.2964,2.0,65030.0,8.5131893158,8.5,25.794313431,16.696649551,2.1919078827,1.5374376774,1.8301764727,170.34965515,93.572563171,0.2258642316,4.0336513519,96.478271484,2.440413475,0.0068598236,2936.2963867,444920.34375,6421580.5,-2875.447266,,,,,,
2936.4484,2.0,65030.0,8.4990148544,8.5,23.34854126,16.213794708,2.1084523201,1.4606512785,1.75446558,168.58526611,93.156852722,0.2382982522,3.9216384888,91.250045776,2.4630255699,0.0252403989,2936.4484863,444920.34375,6421580.5,-2875.599365,,,,,,
2936.6004,2.0,65030.0,8.5250377655,8.5,20.903913498,13.775630951,2.0317296982,1.3937914371,1.6859964132,166.38769531,92.433830261,0.2221831083,3.7262570858,87.124885559,2.4739460945,0.0294930469,2936.6003418,444920.34375,6421580.5,-2875.751221,,,,,,
2936.7524,2.0,65030.0,8.5275840759,8.5,18.462024689,11.864860535,1.9894100428,1.3546938896,1.6473584175,164.12960815,91.363960266,0.189174667,3.6219787598,87.201011658,2.4856612682,0.0227097888,2936.7524414,444920.34375,6421580.5,-2875.90332,,,,,,
2936.9044,2.0,65030.0,8.5145654678,8.5,16.017660141,11.962301254,2.0012526512,1.3551403284,1.6548086405,162.04194641,90.110649109,0.186586529,3.6011517048,88.099189758,2.4734437466,0.0105533935,2936.9042969,444920.34375,6421580.5,-2876.055176,,,,,,
2937.0564,2.0,65030.0,8.5059566498,8.5,16.118736267,13.323393822,2.0577821732,1.3868308067,1.7004172802,159.94859314,89.146133423,0.1886446774,3.6025984287,89.703727722,2.461815834,-0.005671393,2937.0563965,444920.34375,6421580.5,-2876.207275,,,,,,
2937.2084,2.0,65030.0,8.5220937729,8.5,18.553544998,14.415811539,2.1039478779,1.412836194,1.73864007,157.66670227,88.332870483,0.1880597323,3.6049706936,90.517654419,2.4551012516,-0.02812192,2937.2084961,444920.34375,6421580.5,-2876.359375,,,,,,
2937.3604,2.0,65030.0,8.518196106,8.5,21.521486282,16.392686844,2.0882968903,1.4008648396,1.7272084951,155.48672485,87.692016602,0.1872310638,3.5614554882,88.938468933,2.4528203011,-0.035849519,2937.3603516,444920.34375,6421580.5,-2876.51123,,,,,,
2937.5124,2.0,65030.0,8.5036001205,8.5,24.491746902,18.072086334,2.0407645702,1.3723691702,1.6909604073,153.63963318,87.069335938,0.1970567107,3.7695932388,87.060249329,2.4489433765,-0.013043066,2937.5124512,444920.34375,6421580.5,-2876.66333,,,,,,
2937.6644,2.0,65030.0,8.506606102,8.5,27.462427139,18.392852783,2.0414915085,1.380207181,1.6962536573,152.2613678,86.437225342,0.2029551417,3.7453842163,86.423858643,2.4481313229,0.0070473477,2937.6643066,444920.34375,6421580.5,-2876.815186,,,,,,
2937.8164,2.0,65030.0,8.5181570053,8.5,30.433860779,17.852994919,2.131541729,1.4501359463,1.7774556875,151.44772339,86.115692139,0.198420018,3.5356302261,84.830963135,2.4558899403,0.0117762657,2937.8164063,444920.34375,6421580.5,-2876.967285,,,,,,
2937.9684,2.0,65030.0,8.5209360123,8.5,32.996147156,16.335691452,2.2563719749,1.5443248749,1.8889473677,151.19007874,85.915290833,0.2124841064,3.4758648872,81.147041321,2.4552071095,0.0191282798,2937.9685059,444920.34375,6421580.5,-2877.119385,,,,,,
2938.1204,2.0,65030.0,8.5178279877,8.5,31.933948517,15.971598625,2.2915785313,1.5783418417,1.9260755777,151.243927,85.879127502,0.2156526595,3.6288850307,81.789306641,2.4575102329,0.025893772,2938.1203613,444920.34375,6421580.5,-2877.27124,,,,,,
2938.2724,2.0,65030.0,8.5129842758,8.5,29.297101974,16.703006744,2.200324297,1.5264353752,1.856387496,151.75569153,86.388496399,0.2084463537,3.9290845394,83.448455811,2.4555790424,0.015696343,2938.2724609,444920.34375,6421580.5,-2877.42334,,,,,,
2938.4244,2.0,65030.0,8.518032074,8.5,26.659706116,18.130437851,2.0883483887,1.459441781,1.7677010298,153.09889221,87.421295166,0.2129363567,3.9400618076,85.106079102,2.4527800083,0.0074798567,2938.4243164,444920.34375,6421580.5,-2877.575195,,,,,,
2938.5764,2.0,65030.0,8.5135412216,8.5,24.023422241,19.501213074,2.0560133457,1.445664525,1.745059967,155.22528076,89.152503967,0.2123366594,3.8094155788,85.578620911,2.4485721588,0.007352225,2938.576416,444920.34375,6421580.5,-2877.727295,,,,,,
2938.7284,2.0,65030.0,8.5107107162,8.5,21.39006424,21.453422546,2.1038892269,1.4864643812,1.7894254923,157.14915466,89.514434814,0.1997591853,3.8785803318,86.550178528,2.4486238956,0.0062111923,2938.7285156,444920.34375,6421580.5,-2877.879395,,,,,,
2938.8804,2.0,65030.0,8.5065965652,8.5,18.754364014,23.426393509,2.1619899273,1.5358896255,1.8417618275,158.52923584,89.244796753,0.1952721924,4.3715376854,87.214416504,2.4425091743,-0.000784143,2938.8803711,444920.34375,6421580.5,-2878.03125,,,,,,
2939.0324,2.0,65030.0,8.5068101883,8.5,16.967729568,25.5625,2.1895759106,1.5685045719,1.8680775166,159.01127625,88.740707397,0.1999511421,4.8410654068,89.305702209,2.4482710361,0.0105922651,2939.0324707,444920.34375,6421580.5,-2878.18335,,,,,,
2939.1844,2.0,65030.0,8.5041303635,8.5,16.30919838,27.613180161,2.2524085045,1.6330740452,1.9255712032,158.83717346,88.383666992,0.2127744108,4.9673666954,90.771110535,2.4681444168,0.0163656976,2939.1843262,444920.34375,6421580.5,-2878.335205,,,,,,
2939.3364,2.0,65030.0,8.4875059128,8.5,16.00387001,30.085678101,2.4663732052,1.8169842958,2.1151640415,158.11549377,88.086341858,0.2225548029,4.9894471169,91.163482666,2.4916911125,0.0121095674,2939.3364258,444920.34375,6421580.5,-2878.487305,,,,,,
2939.4884,2.0,65030.0,8.4952497482,8.5,15.698375702,32.644256592,2.8980312347,2.1791522503,2.4976255894,157.06314087,87.768424988,0.2214921117,5.1518983841,91.782745361,2.5005600452,0.0052720057,2939.4882813,444920.34375,6421580.5,-2878.63916,,,,,,
2939.6404,2.0,65030.0,8.5068206787,8.5,15.392811775,34.504497528,3.4999654293,2.7077412605,3.038330555,155.51408386,87.347000122,0.2269807011,4.9237203598,93.039428711,2.4901301861,-0.007445204,2939.6403809,444920.34375,6421580.5,-2878.79126,,,,,,
2939.7924,2.0,65030.0,8.5136585236,8.5,15.087118149,36.008895874,4.1217255592,3.3153481483,3.6131181717,153.8625946,86.775093079,0.22735174,4.7268176079,91.624969482,2.4750459194,-0.005806508,2939.7924805,444920.34375,6421580.5,-2878.943359,,,,,,
2939.9444,2.0,65030.0,8.5054044724,8.5,14.781781197,36.416152954,4.5957779884,3.8706309795,4.0776076317,152.52609253,86.248443604,0.2268431187,4.6200709343,88.956871033,2.4738292694,-0.000695187,2939.9443359,444920.34375,6421580.5,-2879.095215,,,,,,
2940.0964,2.0,65030.0,8.4968318939,8.5,14.777041435,36.294532776,4.8464641571,4.2643871307,4.3604044914,152.00862122,86.055007935,0.230038777,4.536837101,86.390182495,2.4978027344,0.0060238005,2940.0964355,444920.34375,6421580.5,-2879.247314,,,,,,
2940.2484,2.0,30000.0,8.4924449921,8.5,14.938270569,35.094055176,4.8728737831,4.4250130653,4.450548172,152.65785217,86.500091553,0.2265388668,4.4955358505,83.193069458,2.5210721493,0.0092000002,2940.248291,444920.34375,6421580.5,-2879.39917,,,,,,
2940.4004,2.0,30000.0,8.4880571365,8.5,15.102546692,33.693141937,4.6353311539,4.2726726532,4.2959280014,154.6312561,87.556716919,0.2213810086,4.4598522186,80.522247314,2.5205178261,0.0100396629,2940.4003906,444920.34375,6421580.5,-2879.55127,,,,,,
2940.5524,2.0,30000.0,8.5018825531,8.5,15.266689301,32.60181427,4.1704893112,3.8513922691,3.9157466888,157.82337952,89.190536499,0.2186483592,4.4599108696,84.555740356,2.4866132736,0.013396373,2940.5524902,444920.34375,6421580.5,-2879.703369,,,,,,
2940.7044,2.0,30000.0,8.5114908218,8.5,15.430683136,32.074455261,3.6895744801,3.3895354271,3.5024085045,161.96713257,91.42389679,0.2217482924,4.4678125381,94.208702087,2.4475798607,0.0119213667,2940.7043457,444920.34375,6421580.5,-2879.855225,,,,,,
2940.8564,2.0,65030.0,8.5096111298,8.5,15.594841957,32.138084412,3.3484396935,3.0467414856,3.2052559853,166.32839966,94.030761719,0.2392782867,4.525182724,103.28721619,2.4398219585,0.0166448411,2940.8564453,444920.34375,6421580.5,-2880.007324,,,,,,
2941.0084,2.0,65030.0,8.5093431473,8.5,16.051355362,32.406364441,3.1089565754,2.7921676636,2.9926323891,169.62397766,96.32774353,0.2549879253,4.5192995071,109.34766388,2.4534902573,0.0242386535,2941.0083008,444920.375,6421580.5,-2880.15918,,,,,,
2941.1604,2.0,65030.0,8.5035429001,8.5,17.077083588,33.191116333,2.8879058361,2.5551638603,2.7888476849,170.46765137,97.430648804,0.2603926361,4.3950171471,109.85334015,2.4571413994,0.0177011564,2941.1604004,444920.375,6421580.5,-2880.311279,,,,,,
2941.3124,2.0,65030.0,8.5095767975,8.5,18.333374023,34.0051651,2.6875598431,2.3419537544,2.5992841721,168.8638916,97.199684143,0.2430973649,4.2727966309,107.48670959,2.4465801716,0.0073016677,2941.3125,444920.375,6421580.5,-2880.463379,,,,,,
2941.4644,2.0,65030.0,8.5033769608,8.5,19.590335846,35.031890869,2.5560901165,2.19642663,2.4731862545,165.97290039,95.981628418,0.2276683152,4.3518242836,104.42234802,2.4411745071,-0.000192443,2941.4643555,444920.375,6421580.5,-2880.615234,,,,,,
2941.6164,2.0,65030.0,8.4916152954,8.5,20.847673416,36.157764435,2.5047957897,2.1276526451,2.4233207703,162.96829224,94.312049866,0.2361059636,4.7272891998,103.51216125,2.4488453865,-0.000301446,2941.6164551,444920.375,6421580.5,-2880.767334,,,,,,
2941.7684,2.0,65030.0,8.4914140701,8.5,22.10518074,36.8344841,2.5020503998,2.1078922749,2.4200901985,160.35417175,92.705841064,0.2383566052,5.4326510429,102.48910522,2.4603462219,0.0085441088,2941.7683105,444920.375,6421580.5,-2880.919189,,,,,,
2941.9204,2.0,65030.0,8.5054645538,8.5,23.361522675,37.417678833,2.5111811161,2.1058962345,2.4283850193,158.13571167,91.360778809,0.2293367237,5.4634985924,102.09910583,2.4713833332,0.0178989917,2941.9204102,444920.375,6421580.5,-2881.071289,,,,,,
2942.0724,2.0,65030.0,8.519947052,8.5,24.933078766,37.93819046,2.5017073154,2.0948493481,2.4186689854,155.95463562,90.365905762,0.2130390108,4.7323498726,99.188980103,2.4572787285,0.0212084409,2942.0725098,444920.375,6421580.5,-2881.223389,,,,,,
2942.2244,2.0,65030.0,8.5176916122,8.5,26.752758026,38.526218414,2.4484474659,2.0512664318,2.3663685322,153.7780304,89.651199341,0.2035807669,4.1253781319,95.251495361,2.439391613,0.0138476742,2942.2243652,444920.375,6421580.5,-2881.375244,,,,,,
2942.3764,2.0,65030.0,8.508767128,8.5,28.605300903,39.045207977,2.3573565483,1.9775243998,2.2767128944,151.81445313,89.082481384,0.2127162963,3.8142507076,91.818733215,2.434871912,0.0062859324,2942.3764648,444920.375,6421580.5,-2881.527344,,,,,,
2942.5284,2.0,65030.0,8.4997882843,8.5,30.457162857,39.635959625,2.2657926083,1.9029399157,2.185448885,150.12548828,88.696083069,0.2174934,3.7028932571,90.283607483,2.4403293133,0.0068770396,2942.5283203,444920.375,6421580.5,-2881.679199,,,,,,
2942.6804,2.0,65030.0,8.4936923981,8.5,32.307056427,39.875213623,2.2054562569,1.8542429209,2.123134613,149.00822449,88.402610779,0.2129994482,3.705933094,87.821502686,2.4387776852,-0.001801649,2942.6804199,444920.375,6421580.5,-2881.831299,,,,,,
